,Titles,Prices,Evaluations,Numbers of evaluators,Urls
160,Recettes minceur - Tous en cuisine !,"10,54€","5,0",1,https://www.amazon.fr//Recettes-minceur-Tous-en-cuisine/dp/2263160043/ref=sr_1_191?dchild=1&keywords=livre+minceur&qid=1618311659&sr=8-191
161,Le Petit Livre des salades minceur,"8,99€","4,3",71,https://www.amazon.fr//Petit-Livre-salades-minceur/dp/2876917718/ref=sr_1_192?dchild=1&keywords=livre+minceur&qid=1618311659&sr=8-192
162,"Jus de Fruits et de Legumes Crus: 57 recettes faciles et un Guide Pratique Complet pour améliorer votre alimentation : Santé, Vitalité et Minceur, ... sans extracteur, FACILEMENT ET DURABLEMENT.","12,41€","4,3",1 105,https://www.amazon.fr//Jus-Fruits-Legumes-Crus-alimentation/dp/2955413305/ref=sr_1_193?dchild=1&keywords=livre+minceur&qid=1618311659&sr=8-193
163,Cuisine légère au quotidien : La meilleure façon de rester mince,"6,99€","4,4",122,https://www.amazon.fr//Cuisine-l%C3%A9g%C3%A8re-quotidien-meilleure-rester/dp/2081487942/ref=sr_1_194?dchild=1&keywords=livre+minceur&qid=1618311659&sr=8-194
164,Mes petites recettes magiques - Soupes,"6,99€","2,0",1,https://www.amazon.fr//Mes-petites-recettes-magiques-soupes/dp/B0754521CY/ref=sr_1_195?dchild=1&keywords=livre+minceur&qid=1618311659&sr=8-195
165,"MON PLANNING REPAS: Planifie tes menus par semaine et organise ta liste de courses. Cahier de 52 semaines pour tes repas minceurs, santé ou gourmands ! Edition en En Noir & Blanc","12,00€","4,6",209,https://www.amazon.fr//MON-PLANNING-REPAS-Planifie-gourmands/dp/B08DBHD36L/ref=sr_1_196?dchild=1&keywords=livre+minceur&qid=1618311659&sr=8-196
166,"Les meilleurs massages minceur et beauté aux huiles essentielles, guide visuel : Les techniques efficaces ; les points de réflexologie ; 60 automassages expliqués pas à pas","10,99€","5,0",2,https://www.amazon.fr//meilleurs-massages-minceur-beaut%C3%A9-essentielles/dp/B079JCLZ73/ref=sr_1_197?dchild=1&keywords=livre+minceur&qid=1618311659&sr=8-197
167,Mon Agenda Minceur: Journal alimentaire et d’activité sportive à compléter pendant 60 jours de suivi de votre régime | Cahier de suivi de régime ... et sportif | Idée cadeau pour Les Femmes.,"6,00€","5,0",8,https://www.amazon.fr//Mon-Agenda-Minceur-alimentaire-dactivit%C3%A9/dp/B08Y49SBBC/ref=sr_1_198?dchild=1&keywords=livre+minceur&qid=1618311659&sr=8-198
168,Cuisine italienne et sans gluten !,"19,90€","4,0",2,https://www.amazon.fr//Cuisine-italienne-sans-gluten-recettes/dp/2360983520/ref=sr_1_199?dchild=1&keywords=livre+minceur&qid=1618311659&sr=8-199
169,"Mon Livre de Recette à Remplir: 120 Pages à Compléter, Format A4","8,96€","4,6",3,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A04297902KFHJO9YYTVG4&url=%2FMon-Livre-Recette-Remplir-Compl%25C3%25A9ter%2Fdp%2FB0914WWL32%2Fref%3Dsr_1_200_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311659%26sr%3D8-200-spons%26psc%3D1&qualifier=1618311659&id=7352079034473838&widgetName=sp_btf
170,Pourquoi je mange?: Méthode minceur déposée,"8,99€","4,6",46,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A03307681PR7HH1ALEPT&url=%2FPourquoi-mange-M%25C3%25A9thode-minceur-d%25C3%25A9pos%25C3%25A9e%2Fdp%2F2954613173%2Fref%3Dsr_1_201_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311659%26sr%3D8-201-spons%26psc%3D1&qualifier=1618311659&id=7352079034473838&widgetName=sp_btf
171,"Les Mots Mêlés du Vin: livre de jeu sur le vin (AOPs, cépages, régions viticoles, lexique, etc.)","15,90€","4,1",242,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A090757626D5L6TAJNLK9&url=%2FMots-M%25C3%25AAl%25C3%25A9s-Vin-c%25C3%25A9pages-viticoles%2Fdp%2FB08KKH19LL%2Fref%3Dsr_1_193_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311660%26sr%3D8-193-spons%26psc%3D1&qualifier=1618311660&id=5149148682135537&widgetName=sp_atf_next
172,Introduction à la naturopathie: Découvrez comment prévenir les problèmes de santé grâce à la force de la nature,"12,90€","5,0",4,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A087798711ZUUN5MBYYE1&url=%2FIntroduction-naturopathie-D%25C3%25A9couvrez-pr%25C3%25A9venir-probl%25C3%25A8mes%2Fdp%2FB085K5S55L%2Fref%3Dsr_1_194_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311660%26sr%3D8-194-spons%26psc%3D1&qualifier=1618311660&id=5149148682135537&widgetName=sp_atf_next
173,"Cahier de Recettes de cuisine: Mon Livre de recettes à remplir | Carnet personnalisé pour 50 recettes de cuisine à compléter | 2 pages par recette | ... 21,59 cm x 27,94 cm [ Idée cadeau à offrir","9,95€","3,8",15,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A08248142XQGWMKVW1CWI&url=%2FCahier-Recettes-cuisine-personnalis%25C3%25A9-compl%25C3%25A9ter%2Fdp%2FB0892HPWYV%2Fref%3Dsr_1_195_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311660%26sr%3D8-195-spons%26psc%3D1&qualifier=1618311660&id=5149148682135537&widgetName=sp_atf_next
174,"Mon Carnet de recettes: Cahier de recettes à compléter | un carnet pour noter vos 100 recettes de cuisine préférées | Grand Format 21,59 cm x 27,94 cm [ Idée cadeau à offrir","10,99€","4,7",301,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A078110723EKPJYE1IVA3&url=%2FMon-Carnet-recettes-compl%25C3%25A9ter-pr%25C3%25A9f%25C3%25A9r%25C3%25A9es%2Fdp%2FB0891ZYQV1%2Fref%3Dsr_1_196_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311660%26sr%3D8-196-spons%26psc%3D1&qualifier=1618311660&id=5149148682135537&widgetName=sp_atf_next
175,Le Fasting - La méthode de jeûne intermittent ultra efficace pour perdre du poids et vivre longtemps,"7,99€","5,0",2,https://www.amazon.fr//Fasting-m%C3%A9thode-intermittent-efficace-longtemps/dp/2365492193/ref=sr_1_197?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-197
176,Le Nouveau régime IG: Maigrir en maîtrisant sa glycémie (Index glycémique),"7,99€","5,0",3,https://www.amazon.fr//Nouveau-r%C3%A9gime-IG-ma%C3%AEtrisant-glyc%C3%A9mie-ebook/dp/B00MW3H36W/ref=sr_1_198?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-198
177,Mes petites recettes magiques objectif corps de rêve,"5,90€","4,6",333,https://www.amazon.fr//petites-recettes-magiques-objectif-corps/dp/B06WLHH889/ref=sr_1_199?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-199
178,COMMENT PERDRE DU POIDS RAPIDEMENT SANS FAIRE DE SPORT : ( Maigrir Rapidement - Livre Perte De Poids - Régime Perte De Gras - Maigrir Vite - Régime Paléo ... Pour Maigrir ) (Une vie meilleure t. 1),"7,95€","5,0",1,https://www.amazon.fr//COMMENT-PERDRE-POIDS-RAPIDEMENT-FAIRE-ebook/dp/B0875NGLGK/ref=sr_1_200?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-200
179,Ma solution minceur naturelle avec la chronobotanique,"7,95€","4,1",178,https://www.amazon.fr//solution-minceur-naturelle-avec-chronobotanique/dp/2702917348/ref=sr_1_201?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-201
180,"Jeûne Intermittent 16/8 - Agenda Minceur 90 Jours: Régime Alimentaire Journal à Compléter - 8 heures de repas, 16 heures sans manger - Carnet de ... et améliorer votre santé - couverture souple","7,50€","4,1",88,https://www.amazon.fr//Je%C3%BBne-Intermittent-Alimentaire-Compl%C3%A9ter-couverture/dp/1661597653/ref=sr_1_202?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-202
181,Journal alimentaire : Agenda minceur et carnet alimentaire,"10,99€","4,6",37,https://www.amazon.fr//Journal-alimentaire-Agenda-minceur-carnet/dp/2322091316/ref=sr_1_203?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-203
182,Le grand livre de la cuisine minceur Fait Maison,"20,50€","3,5",5,https://www.amazon.fr//grand-livre-cuisine-minceur-Maison/dp/2017020257/ref=sr_1_204?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-204
183,"Croq'Kilos , La Pâtisserie: Mon cahier minceur","16,99€","3,8",508,https://www.amazon.fr//CroqKilos-P%C3%A2tisserie-Mon-cahier-minceur/dp/2359852078/ref=sr_1_205?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-205
184,Recettes à l'extracteur de jus: 140 recettes pour faire le plein de vitamines,"6,89€","4,1",61,https://www.amazon.fr//Recettes-lextracteur-jus-recettes-vitamines/dp/2035934184/ref=sr_1_206?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-206
185,"Le grand livre de l'alimentation anti-inflammatoire: Arthrose, Alzheimer, cancer, asthme, obésité... Les meilleurs ingrédients et recettes pour prévenir l'inflammation chronique","5,99€","3,7",53,https://www.amazon.fr//grand-livre-lalimentation-anti-inflammatoire-linflammation-ebook/dp/B07JQ2KY4J/ref=sr_1_207?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-207
186,"Mon Agenda MINCEUR 12 semaines : Nutrition et Sport: Journal de suivi pour atteindre son objectif MINCEUR - 12 semaines complètes - 175 pages - Carnet ... à compléter : Sport, Fitness et alimentation","29,95€","5,0",3,https://www.amazon.fr//Mon-Agenda-MINCEUR-semaines-alimentation/dp/B089M1CMZP/ref=sr_1_208?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-208
187,"Agenda minceur à compléter 90 jours: Carnet de suivi alimentaire et régime pour femme - Repas, activités, objectifs, courbes et tableaux – Format XL - 192 Pages à remplir","14,95€","4,0",66,https://www.amazon.fr//Agenda-minceur-compl%C3%A9ter-jours-alimentaire/dp/B08QW659D9/ref=sr_1_209?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-209
188,Mes Recettes Minceur: Carnet Pré-rempli pour enregistrer vos 50 recettes de régime préféré,"11,97€","3,9",67,https://www.amazon.fr//Mes-Recettes-Minceur-Pr%C3%A9-rempli-enregistrer/dp/B08X5ZFKCM/ref=sr_1_210?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-210
189,"Agenda minceur 90 jours: Journal alimentaire et d’activité sportive 90 jours régime alimentaire journal à compléter | Carnet Alimentaire | Suivi régime, mon régime, carnet de suivi alimentaire","19,95€","3,5",730,https://www.amazon.fr//Agenda-minceur-jours-alimentaire-Alimentaire/dp/B08DG7W9VV/ref=sr_1_211?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-211
190,Mon Agenda minceur 3 mois: Journal alimentaire et d’activité sportive 90 jours régime alimentaire journal à compléter | Carnet Alimentaire | Suivi ... mon régime carnet de suivi alimentaire,"8,99€","3,8",10,https://www.amazon.fr//Mon-Agenda-minceur-mois-alimentaire/dp/B08C8RW6ZN/ref=sr_1_212?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-212
191,PLANCHA MINCEUR,"25,90€","4,8",23,https://www.amazon.fr//PLANCHA-MINCEUR-LILIANE-OTAL/dp/2817704185/ref=sr_1_213?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-213
192,"Formation Tabata pour les débutants: (Entraînement par intervalles pour débutants, en forme et minceur avec HIIT, faire de l'exercice sans poids, développer ses muscles, brûler des graisses)","4,99€","4,6",103,https://www.amazon.fr//Formation-Tabata-pour-d%C3%A9butants-Entra%C3%AEnement/dp/B08T732Q36/ref=sr_1_214?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-214
193,100 Recettes et menus,"7,99€","5,0",3,https://www.amazon.fr//100-Recettes-menus-Michel-Montignac/dp/208120181X/ref=sr_1_215?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-215
194,"En 2h je cuisine pour toute la semaine : 80 repas faits maison, sans gâchis et avec des produits de saison (Hors Collection Cuisine)","7,01€","1,0",2,https://www.amazon.fr//cuisine-pour-toute-semaine-Collection-ebook/dp/B07KBDS2XV/ref=sr_1_216?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-216
195,AGENDA MINCEUR 90 Jours: Journal alimentaire et d’activité sportive (Blanc),"6,50€","4,2",463,https://www.amazon.fr//AGENDA-MINCEUR-Jours-alimentaire-dactivit%C3%A9/dp/1548670677/ref=sr_1_217?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-217
196,"Mes Recettes délicieuses - Cahier de Recettes à compléter: Livre de cuisine personnalisé à remplir pour 60 recettes détaillées | 2 pages par recette ... | Un cadeau idéal pour maman, mami, ..","15,99€","4,4",117,https://www.amazon.fr//Mes-Recettes-d%C3%A9licieuses-personnalis%C3%A9-d%C3%A9taill%C3%A9es/dp/B087629MW6/ref=sr_1_218?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-218
197,Petits plats du soir avec thermomix,"9,99€","4,7",184,https://www.amazon.fr//Petits-plats-soir-avec-thermomix/dp/2035954843/ref=sr_1_219?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-219
198,Mon Carnet Minceur - Challenge Jeûne Intermittent - 6 MOIS,"6,99€","5,0",2,https://www.amazon.fr//Mon-Carnet-Minceur-Challenge-Intermittent/dp/B08F6CGBX4/ref=sr_1_220?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-220
199,Yoga: Prendre soin du corps et de l'esprit,"28,99€","4,4",161,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A08776513L06S5RPJU4E2&url=%2FYoga-Prendre-soin-corps-lesprit%2Fdp%2FB08VRBTCQ6%2Fref%3Dsr_1_221_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311660%26sr%3D8-221-spons%26psc%3D1&qualifier=1618311660&id=5149148682135537&widgetName=sp_mtf
200,Régime Alimentaire À Faible Teneur En Glucides Pour Débutants: Le Guide Ultime Du Régime À Faible Teneur En Glucides - Ce Qu'il Faut Manger Et Éviter + 50 Recettes Éprouvées Pour Perdre Du Poids,"6,99€","2,5",2,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A08297721OD75KJN8A8FN&url=%2FR%25C3%25A9gime-Alimentaire-Faible-Glucides-D%25C3%25A9butants%2Fdp%2F1774351196%2Fref%3Dsr_1_222_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311660%26sr%3D8-222-spons%26psc%3D1&qualifier=1618311660&id=5149148682135537&widgetName=sp_mtf
201,"Le petit livre du Cocktail: le carnet des Bartenders du dimanche (recettes, lexique de Mixologie, fiches de cocktails à remplir)","14,95€","5,0",1,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A07213491TRUUCCDLFJW8&url=%2Fpetit-livre-Cocktail-Bartenders-Mixologie%2Fdp%2FB08M83X5X8%2Fref%3Dsr_1_223_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311660%26sr%3D8-223-spons%26psc%3D1&qualifier=1618311660&id=5149148682135537&widgetName=sp_mtf
202,Bon et Sain,"7,80€","4,3",1 300,https://www.amazon.fr//Bon-Sain-Gordon-Ramsay/dp/2017042927/ref=sr_1_224?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-224
203,Mes petites recettes magiques à moins de 300 calories (Mes petites recettes magiques - Poche),"4,99€","5,0",1,https://www.amazon.fr//petites-recettes-magiques-moins-calories-ebook/dp/B01N6E8HWA/ref=sr_1_225?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-225
204,Agenda Minceur - 98 jours de suivi: Journal alimentaire - Cahier de suivi de régime : Planificateur semaine - Suivi journalier - Bilan semaine - Le compagnon idéal de votre perte de poids,"15,95€","3,7",4,https://www.amazon.fr//Agenda-Minceur-alimentaire-Planificateur-journalier/dp/B086PRM1FN/ref=sr_1_226?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-226
205,Agenda Minceur: Cahier pour régime alimentaire et sportif de 90 jours à compléter | Journal Alimentaire,"4,99€","4,5",23,https://www.amazon.fr//Agenda-Minceur-alimentaire-compl%C3%A9ter-Alimentaire/dp/B08BW8KZPC/ref=sr_1_227?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-227
206,"Agenda minceur 90 jours: Carnet de suivi alimentaire et régime pour femme - Repas, activités, objectifs, courbes et tableaux - 112 Pages à remplir","44,99€","4,5",13,https://www.amazon.fr//Agenda-minceur-jours-alimentaire-activit%C3%A9s/dp/B08ZW6N7D8/ref=sr_1_228?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-228
207,Le guide Yuka de l'alimentation saine (Nutrition - Régime - Minceur),"10,97€","4,0",62,https://www.amazon.fr//guide-Yuka-lalimentation-saine-Nutrition-ebook/dp/B08JZ7PH7R/ref=sr_1_229?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-229
208,MON PLANNING MINCEUR: Véritable allié minceur pour les femmes voulant perdre du poids sans l'effet yoyo | Livre écrit en collaboration avec une ... pages au format passe-partout  (sac à main),"8,99€","3,8",7,https://www.amazon.fr//MON-PLANNING-MINCEUR-collaboration-passe-partout/dp/B08B384JHT/ref=sr_1_230?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-230
209,"Mes Recettes de Jus de Légumes Minceur: Livre recette extracteur de jus a remplir pour detox, jeune, cuisiner simple ou pour le plaisir du gout. ... pour maigrir ou manger léger | 100 recettes","24,90€","4,2",25,https://www.amazon.fr//Mes-Recettes-Jus-L%C3%A9gumes-Minceur/dp/B08KQXVFKM/ref=sr_1_231?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-231
210,Le petit livre de la minceur : Plus de 3000 aliments et toutes vos marques préférées dans la balance !,"4,99€","5,0",1,https://www.amazon.fr//petit-livre-minceur-aliments-pr%C3%A9f%C3%A9r%C3%A9es/dp/2754000097/ref=sr_1_232?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-232
211,Cuisine minceur avec Thermomix,"6,97€","5,0",2,https://www.amazon.fr//Cuisine-minceur-Thermomix-ISABELLE-GUERRE-ebook/dp/B089DLFPGC/ref=sr_1_233?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-233
212,MON AGENDA MINCEUR 2021: 90 jours pour atteindre mes objectifs – Prévu pour un usage quotidien – Suivi : Perte de poids/Repas/Activités/Mensurations/Humeur – Format très pratique (15x23 cm),"6,90€","3,5",5,https://www.amazon.fr//MON-AGENDA-MINCEUR-2021-Mensurations/dp/B08PRTMP4W/ref=sr_1_234?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-234
213,Gâteaux et gourmandises sans sucre,"2,99€","4,7",493,https://www.amazon.fr//G%C3%A2teaux-gourmandises-sucre-Philippe-CONTICINI/dp/2754074651/ref=sr_1_235?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-235
214,AGENDA MINCEUR - LIVRE DE RÉGIME - 90 jours - Couleur noir fleuri: Journal alimentaire pour femme,"6,99€","4,5",2,https://www.amazon.fr//AGENDA-MINCEUR-Couleur-Journal-alimentaire/dp/B08CPBHZFN/ref=sr_1_236?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-236
215,Mon cahier Ventre plat,"6,99€","4,2",51,https://www.amazon.fr//cahier-Ventre-plat-France-CARP-ebook/dp/B01N9JM6RX/ref=sr_1_237?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-237
216,"La retraite à 40 ans, c'est possible !: 8 étapes pour accéder à la liberté financière, consommer autrement et réaliser ses rêves.","10,72€","4,5",271,https://www.amazon.fr//retraite-ans-cest-possible-financi%C3%A8re/dp/2036000207/ref=sr_1_238?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-238
217,AGENDA Rééquilibrage Alimentaire: 90 jours de suivi avec bilans mensuels - Prises de mensurations - Recettes Healthy - Planificateurs de repas avec ... courses intégrée ! | Format poche | 128 pages,"11,95€","4,2",626,https://www.amazon.fr//AGENDA-R%C3%A9%C3%A9quilibrage-Alimentaire-mensurations-Planificateurs/dp/B08WJZD84F/ref=sr_1_239?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-239
218,Annedelona CURE METHODE MINCEUR 21 JOURS NATURELLE ET EFFICACE. Potage Diététique Soupe au Chou et Légumes Riche en Fibre et Vitamines (84 Portions). Fabriqué en France.,"6,75€","4,2",93,https://www.amazon.fr//Delona-m%C3%A9thode-minceur-potage-di%C3%A9t%C3%A9tique/dp/B0741MZ5FP/ref=sr_1_240?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-240
219,"Confiance en soi: tous les secrets pour augmenter l’estime de soi | Guide complet pour apprendre comment améliorer les relations avec vous-même, les autres et doc vivre plus heureux","10,00€","4,5",49,https://www.amazon.fr//Confiance-soi-augmenter-apprendre-am%C3%A9liorer/dp/B08M83WXZY/ref=sr_1_241?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-241
220,Régime Cétogène et Jeûne Intermittent (Fasting Keto): La méthode ultra efficace pour perdre 10 kg et vivre 10 ans de plus ! Guide pratique avec 2 plans de repas de 28 jours + 45 recettes cétogènes,"8,96€","3,8",7,https://www.amazon.fr//R%C3%A9gime-C%C3%A9tog%C3%A8ne-Je%C3%BBne-Intermittent-Fasting/dp/B0875ZKWTT/ref=sr_1_242?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-242
221,Pourquoi je mange ? Mon cahier planning minceur: Mettre en pratique la méthode chez soi,"5,99€","3,0",2,https://www.amazon.fr//Pourquoi-mange-cahier-planning-minceur/dp/B08DSYQ7S9/ref=sr_1_243?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-243
222,Plats light et bons pour la santé,"12,65€","4,5",1 492,https://www.amazon.fr//Plats-light-bons-pour-sant%C3%A9/dp/2263154094/ref=sr_1_244?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-244
223,Agenda Minceur 90 jours: Journal à compléter - Régime Alimentaire - Suis ton régime chaque jour - Format 6x9 pouces,"5,91€","3,7",122,https://www.amazon.fr//Agenda-Minceur-jours-compl%C3%A9ter-Alimentaire/dp/B08KBCVVXY/ref=sr_1_245?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-245
224,Pourquoi les japonaises ne vieillissent pas et ne grossissent pas: L'art de vivre japonais au service de la santé et de la minceur,"19,95€","3,0",8,https://www.amazon.fr//Pourquoi-Japonaises-vieillissent-pas-grossissent/dp/2290004375/ref=sr_1_246?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-246
225,"Régime keto: Découvrez la céto cuisine avec un plan de repas de 28 jours + 121 recettes cétogènes novatrices, délicieuses et inratables pour régime cétogène et régime Low-Carb. Recettes keto faciles","25,99€","4,4",250,https://www.amazon.fr//R%C3%A9gime-keto-novatrices-d%C3%A9licieuses-inratables-ebook/dp/B07MB6VG5B/ref=sr_1_247?dchild=1&keywords=livre+minceur&qid=1618311660&sr=8-247
226,"Mes Recettes Favorites: cahier de recettes à remplir | Carnet personnalisé pour 50 recettes de cuisine à compléter | 2 pages par recette | Grand ... 27,94 cm couleur rouge | Idée cadeau à offrir","10,29€","4,0",35,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A03609491VJBZDN34G1MJ&url=%2FMes-Recettes-Favorites-personnalis%25C3%25A9-compl%25C3%25A9ter%2Fdp%2FB0898XWBVR%2Fref%3Dsr_1_248_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311660%26sr%3D8-248-spons%26psc%3D1&qualifier=1618311660&id=5149148682135537&widgetName=sp_btf
227,"Mon Carnet de recettes: Livre de recettes à écrire | Carnet personnalisé pour 50 recettes de cuisine à remplir | 2 pages par recette |Grand Format 21,59 cm x 27,94 cm [ Idée cadeau à offrir","19,90€","5,0",1,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A06898121TM6M1KTG5XEH&url=%2FMon-Carnet-recettes-personnalis%25C3%25A9-cuisine%2Fdp%2FB08992BD7F%2Fref%3Dsr_1_249_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311660%26sr%3D8-249-spons%26psc%3D1&qualifier=1618311660&id=5149148682135537&widgetName=sp_btf
228,"Mes 100 recettes Minceur - A compléter, cuisiner et savourer: Carnet, livre et cahier de cuisine à écrire, remplir & compléter soi-même I Noël I Idée ... toi en main avec tes recettes personnalisées","5,99€","4,2",796,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A04290083U8Y42CCE0VVR&url=%2FMes-100-recettes-Minceur-personnalis%25C3%25A9es%2Fdp%2FB08F6Y3T5Z%2Fref%3Dsr_1_241_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311662%26sr%3D8-241-spons%26psc%3D1&qualifier=1618311662&id=1907386370421329&widgetName=sp_atf_next
229,Livre de Cave à vin: Carnet pour aménager et gérer sa cave à vin comme un pro + 100 fiches pour suivre son stock de vins,"4,99€","4,2",161,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A02276763NCIL8J1ZQ4ST&url=%2FLivre-Cave-vin-Carnet-am%25C3%25A9nager%2Fdp%2FB08TLN6HRJ%2Fref%3Dsr_1_242_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311662%26sr%3D8-242-spons%26psc%3D1&qualifier=1618311662&id=1907386370421329&widgetName=sp_atf_next
230,Mes Recettes Mon Cahier de Recettes: Mon Carnet pour 100 recettes à compléter - Un carnet de recettes à remplir - Livre de Cuisine Personnalisable avec vos recettes de famille.,"6,28€","2,8",21,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A101704031NNSJ1AXRCZQ&url=%2FMes-Recettes-Mon-Cahier-Personnalisable%2Fdp%2FB08LNBWCVH%2Fref%3Dsr_1_243_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311662%26sr%3D8-243-spons%26psc%3D1&qualifier=1618311662&id=1907386370421329&widgetName=sp_atf_next
